date,station,line,division,daily_ridership
2016-08-28,OCEAN PKWY,Q,RIT,2358
2016-08-29,OCEAN PKWY,Q,RIT,3049
2016-08-30,OCEAN PKWY,Q,RIT,3150
2016-08-31,OCEAN PKWY,Q,RIT,3186
2016-09-01,OCEAN PKWY,Q,RIT,2757
2016-09-02,OCEAN PKWY,Q,RIT,2942
2016-09-03,OCEAN PKWY,Q,RIT,2074
2016-09-04,OCEAN PKWY,Q,RIT,1890
2016-09-05,OCEAN PKWY,Q,RIT,1755
2016-09-06,OCEAN PKWY,Q,RIT,3088
2016-09-07,OCEAN PKWY,Q,RIT,3324
2016-09-08,OCEAN PKWY,Q,RIT,3630
2016-09-09,OCEAN PKWY,Q,RIT,3535
2016-09-10,OCEAN PKWY,Q,RIT,2461
2016-09-11,OCEAN PKWY,Q,RIT,1968
2016-09-12,OCEAN PKWY,Q,RIT,3118
2016-09-13,OCEAN PKWY,Q,RIT,3710
2016-09-14,OCEAN PKWY,Q,RIT,3740
2016-09-15,OCEAN PKWY,Q,RIT,3722
2016-09-16,OCEAN PKWY,Q,RIT,3612
2016-09-17,OCEAN PKWY,Q,RIT,2101
2016-09-18,OCEAN PKWY,Q,RIT,1649
2016-09-19,OCEAN PKWY,Q,RIT,3465
2016-09-20,OCEAN PKWY,Q,RIT,3569
2016-09-21,OCEAN PKWY,Q,RIT,3712
2016-09-22,OCEAN PKWY,Q,RIT,3670
2016-09-23,OCEAN PKWY,Q,RIT,3659
2016-09-24,OCEAN PKWY,Q,RIT,2182
2016-09-25,OCEAN PKWY,Q,RIT,1994
2016-09-26,OCEAN PKWY,Q,RIT,3601
2016-09-27,OCEAN PKWY,Q,RIT,3611
2016-09-28,OCEAN PKWY,Q,RIT,3700
2016-09-29,OCEAN PKWY,Q,RIT,3451
2016-09-30,OCEAN PKWY,Q,RIT,3372
2016-10-01,OCEAN PKWY,Q,RIT,1943
2016-10-02,OCEAN PKWY,Q,RIT,1646
2016-10-03,OCEAN PKWY,Q,RIT,2393
2016-10-04,OCEAN PKWY,Q,RIT,2627
2016-10-05,OCEAN PKWY,Q,RIT,3703
2016-10-06,OCEAN PKWY,Q,RIT,3643
2016-10-07,OCEAN PKWY,Q,RIT,3613
2016-10-08,OCEAN PKWY,Q,RIT,1909
2016-10-09,OCEAN PKWY,Q,RIT,1523
2016-10-10,OCEAN PKWY,Q,RIT,2570
2016-10-11,OCEAN PKWY,Q,RIT,3481
2016-10-12,OCEAN PKWY,Q,RIT,2122
2016-10-13,OCEAN PKWY,Q,RIT,3582
2016-10-14,OCEAN PKWY,Q,RIT,3556
2016-10-15,OCEAN PKWY,Q,RIT,2112
2016-10-16,OCEAN PKWY,Q,RIT,1773
2016-10-17,OCEAN PKWY,Q,RIT,3396
2016-10-18,OCEAN PKWY,Q,RIT,3577
2016-10-19,OCEAN PKWY,Q,RIT,3762
2016-10-20,OCEAN PKWY,Q,RIT,3612
2016-10-21,OCEAN PKWY,Q,RIT,3360
2016-10-22,OCEAN PKWY,Q,RIT,1863
2016-10-23,OCEAN PKWY,Q,RIT,1716
2016-10-24,OCEAN PKWY,Q,RIT,3337
2016-10-25,OCEAN PKWY,Q,RIT,3411
2016-10-26,OCEAN PKWY,Q,RIT,3742
2016-10-27,OCEAN PKWY,Q,RIT,3414
2016-10-28,OCEAN PKWY,Q,RIT,3369
2016-07-31,BOROUGH HALL,R2345,RIT,1230
2016-08-01,BOROUGH HALL,R2345,RIT,2101
2016-08-02,BOROUGH HALL,R2345,RIT,2366
2016-08-03,BOROUGH HALL,R2345,RIT,2220
2016-08-04,BOROUGH HALL,R2345,RIT,2310
2016-08-05,BOROUGH HALL,R2345,RIT,2225
2016-08-06,BOROUGH HALL,R2345,RIT,1646
2016-08-07,BOROUGH HALL,R2345,RIT,1433
2016-08-08,BOROUGH HALL,R2345,RIT,2165
2016-08-09,BOROUGH HALL,R2345,RIT,2274
2016-08-10,BOROUGH HALL,R2345,RIT,2235
2016-08-11,BOROUGH HALL,R2345,RIT,2109
2016-08-12,BOROUGH HALL,R2345,RIT,1953
2016-08-13,BOROUGH HALL,R2345,RIT,233
2016-08-14,BOROUGH HALL,R2345,RIT,12
2016-08-15,BOROUGH HALL,R2345,RIT,1749
2016-08-16,BOROUGH HALL,R2345,RIT,2113
2016-08-17,BOROUGH HALL,R2345,RIT,2058
2016-08-18,BOROUGH HALL,R2345,RIT,2238
2016-08-19,BOROUGH HALL,R2345,RIT,2058
2016-08-20,BOROUGH HALL,R2345,RIT,1486
2016-08-21,BOROUGH HALL,R2345,RIT,1417
2016-08-22,BOROUGH HALL,R2345,RIT,1942
2016-08-23,BOROUGH HALL,R2345,RIT,2236
2016-08-24,BOROUGH HALL,R2345,RIT,2099
2016-08-25,BOROUGH HALL,R2345,RIT,2141
2016-08-26,BOROUGH HALL,R2345,RIT,2100
2016-08-27,BOROUGH HALL,R2345,RIT,1568
2016-08-28,BOROUGH HALL,R2345,RIT,1521
2016-08-29,BOROUGH HALL,R2345,RIT,2042
2016-08-30,BOROUGH HALL,R2345,RIT,2097
2016-08-31,BOROUGH HALL,R2345,RIT,2168
2016-09-01,BOROUGH HALL,R2345,RIT,2086
2016-09-02,BOROUGH HALL,R2345,RIT,1951
2016-09-03,BOROUGH HALL,R2345,RIT,1296
2016-09-04,BOROUGH HALL,R2345,RIT,1196
2016-09-05,BOROUGH HALL,R2345,RIT,959
2016-09-06,BOROUGH HALL,R2345,RIT,2307
2016-09-07,BOROUGH HALL,R2345,RIT,2413
2016-09-08,BOROUGH HALL,R2345,RIT,2385
2016-09-09,BOROUGH HALL,R2345,RIT,2420
2016-09-10,BOROUGH HALL,R2345,RIT,1613
2016-09-11,BOROUGH HALL,R2345,RIT,1509
2016-09-12,BOROUGH HALL,R2345,RIT,2563
2016-09-13,BOROUGH HALL,R2345,RIT,2459
2016-09-14,BOROUGH HALL,R2345,RIT,2522
2016-09-15,BOROUGH HALL,R2345,RIT,2568
2016-09-16,BOROUGH HALL,R2345,RIT,2504
2016-09-17,BOROUGH HALL,R2345,RIT,1703
2016-09-18,BOROUGH HALL,R2345,RIT,1526
2016-09-19,BOROUGH HALL,R2345,RIT,2345
2016-09-20,BOROUGH HALL,R2345,RIT,2566
2016-09-21,BOROUGH HALL,R2345,RIT,2590
2016-09-22,BOROUGH HALL,R2345,RIT,2551
2016-09-23,BOROUGH HALL,R2345,RIT,2553
2016-09-24,BOROUGH HALL,R2345,RIT,1626
2016-09-25,BOROUGH HALL,R2345,RIT,1696
2016-09-26,BOROUGH HALL,R2345,RIT,2369
2016-09-27,BOROUGH HALL,R2345,RIT,2430
2016-09-28,BOROUGH HALL,R2345,RIT,2504
2016-09-29,BOROUGH HALL,R2345,RIT,2505
2016-09-30,BOROUGH HALL,R2345,RIT,2519
2016-10-01,BOROUGH HALL,R2345,RIT,1418
2016-10-02,BOROUGH HALL,R2345,RIT,1229
2016-10-03,BOROUGH HALL,R2345,RIT,2095
2016-10-04,BOROUGH HALL,R2345,RIT,2394
2016-10-05,BOROUGH HALL,R2345,RIT,2538
2016-10-06,BOROUGH HALL,R2345,RIT,2551
2016-10-07,BOROUGH HALL,R2345,RIT,2441
2016-10-08,BOROUGH HALL,R2345,RIT,1559
2016-10-09,BOROUGH HALL,R2345,RIT,1135
2016-10-10,BOROUGH HALL,R2345,RIT,1822
2016-10-11,BOROUGH HALL,R2345,RIT,2462
2016-10-12,BOROUGH HALL,R2345,RIT,2127
2016-10-13,BOROUGH HALL,R2345,RIT,2541
2016-10-14,BOROUGH HALL,R2345,RIT,2527
2016-10-15,BOROUGH HALL,R2345,RIT,1681
2016-10-16,BOROUGH HALL,R2345,RIT,1408
2016-10-17,BOROUGH HALL,R2345,RIT,2423
2016-10-18,BOROUGH HALL,R2345,RIT,2622
2016-10-19,BOROUGH HALL,R2345,RIT,2586
2016-10-20,BOROUGH HALL,R2345,RIT,2633
2016-10-21,BOROUGH HALL,R2345,RIT,2396
2016-10-22,BOROUGH HALL,R2345,RIT,1793
2016-10-23,BOROUGH HALL,R2345,RIT,1638
2016-10-24,BOROUGH HALL,R2345,RIT,2447
2016-10-25,BOROUGH HALL,R2345,RIT,2612
2016-10-26,BOROUGH HALL,R2345,RIT,2627
2016-10-27,BOROUGH HALL,R2345,RIT,2672
2016-10-28,BOROUGH HALL,R2345,RIT,2603
2016-07-31,JAY ST-METROTEC,R,RIT,829
2016-08-01,JAY ST-METROTEC,R,RIT,3433
2016-08-02,JAY ST-METROTEC,R,RIT,3616
2016-08-03,JAY ST-METROTEC,R,RIT,3588
2016-08-04,JAY ST-METROTEC,R,RIT,3612
2016-08-05,JAY ST-METROTEC,R,RIT,3303
2016-08-06,JAY ST-METROTEC,R,RIT,1659
2016-08-07,JAY ST-METROTEC,R,RIT,1308
2016-08-08,JAY ST-METROTEC,R,RIT,3475
2016-08-09,JAY ST-METROTEC,R,RIT,3602
2016-08-10,JAY ST-METROTEC,R,RIT,3598
2016-08-11,JAY ST-METROTEC,R,RIT,3731
2016-08-12,JAY ST-METROTEC,R,RIT,3143
2016-08-13,JAY ST-METROTEC,R,RIT,321
2016-08-14,JAY ST-METROTEC,R,RIT,10
2016-08-15,JAY ST-METROTEC,R,RIT,2983
2016-08-16,JAY ST-METROTEC,R,RIT,3327
2016-08-17,JAY ST-METROTEC,R,RIT,3386
2016-08-18,JAY ST-METROTEC,R,RIT,3448
2016-08-19,JAY ST-METROTEC,R,RIT,3147
2016-08-20,JAY ST-METROTEC,R,RIT,1579
2016-08-21,JAY ST-METROTEC,R,RIT,1275
2016-08-22,JAY ST-METROTEC,R,RIT,3268
2016-08-23,JAY ST-METROTEC,R,RIT,3537
2016-08-24,JAY ST-METROTEC,R,RIT,3438
2016-08-25,JAY ST-METROTEC,R,RIT,3663
2016-08-26,JAY ST-METROTEC,R,RIT,3342
2016-08-27,JAY ST-METROTEC,R,RIT,1695
2016-08-28,JAY ST-METROTEC,R,RIT,1597
2016-08-29,JAY ST-METROTEC,R,RIT,3743
2016-08-30,JAY ST-METROTEC,R,RIT,3715
2016-08-31,JAY ST-METROTEC,R,RIT,3748
2016-09-01,JAY ST-METROTEC,R,RIT,3942
2016-09-02,JAY ST-METROTEC,R,RIT,3357
2016-09-03,JAY ST-METROTEC,R,RIT,1527
2016-09-04,JAY ST-METROTEC,R,RIT,1274
2016-09-05,JAY ST-METROTEC,R,RIT,1122
2016-09-06,JAY ST-METROTEC,R,RIT,3926
2016-09-07,JAY ST-METROTEC,R,RIT,4299
2016-09-08,JAY ST-METROTEC,R,RIT,4516
2016-09-09,JAY ST-METROTEC,R,RIT,4219
2016-09-10,JAY ST-METROTEC,R,RIT,1969
2016-09-11,JAY ST-METROTEC,R,RIT,1314
2016-09-12,JAY ST-METROTEC,R,RIT,3905
2016-09-13,JAY ST-METROTEC,R,RIT,4687
2016-09-14,JAY ST-METROTEC,R,RIT,4729
2016-09-15,JAY ST-METROTEC,R,RIT,4632
2016-09-16,JAY ST-METROTEC,R,RIT,4563
2016-09-17,JAY ST-METROTEC,R,RIT,1937
2016-09-18,JAY ST-METROTEC,R,RIT,1416
2016-09-19,JAY ST-METROTEC,R,RIT,4072
2016-09-20,JAY ST-METROTEC,R,RIT,4675
2016-09-21,JAY ST-METROTEC,R,RIT,4607
2016-09-22,JAY ST-METROTEC,R,RIT,4630
2016-09-23,JAY ST-METROTEC,R,RIT,4617
2016-09-24,JAY ST-METROTEC,R,RIT,2143
2016-09-25,JAY ST-METROTEC,R,RIT,1583
2016-09-26,JAY ST-METROTEC,R,RIT,4139
2016-09-27,JAY ST-METROTEC,R,RIT,4539
2016-09-28,JAY ST-METROTEC,R,RIT,4565
2016-09-29,JAY ST-METROTEC,R,RIT,4631
2016-09-30,JAY ST-METROTEC,R,RIT,4686
2016-10-01,JAY ST-METROTEC,R,RIT,1929
2016-10-02,JAY ST-METROTEC,R,RIT,1205
2016-10-03,JAY ST-METROTEC,R,RIT,3449
2016-10-04,JAY ST-METROTEC,R,RIT,4025
2016-10-05,JAY ST-METROTEC,R,RIT,4368
2016-10-06,JAY ST-METROTEC,R,RIT,4554
2016-10-07,JAY ST-METROTEC,R,RIT,4218
2016-10-08,JAY ST-METROTEC,R,RIT,2028
2016-10-09,JAY ST-METROTEC,R,RIT,1553
2016-10-10,JAY ST-METROTEC,R,RIT,2545
2016-10-11,JAY ST-METROTEC,R,RIT,3982
2016-10-12,JAY ST-METROTEC,R,RIT,3959
2016-10-13,JAY ST-METROTEC,R,RIT,4621
2016-10-14,JAY ST-METROTEC,R,RIT,4434
2016-10-15,JAY ST-METROTEC,R,RIT,2075
2016-10-16,JAY ST-METROTEC,R,RIT,1455
2016-10-17,JAY ST-METROTEC,R,RIT,4002
2016-10-18,JAY ST-METROTEC,R,RIT,4714
2016-10-19,JAY ST-METROTEC,R,RIT,4720
2016-10-20,JAY ST-METROTEC,R,RIT,4833
2016-10-21,JAY ST-METROTEC,R,RIT,4495
2016-10-22,JAY ST-METROTEC,R,RIT,2269
2016-10-23,JAY ST-METROTEC,R,RIT,1623
2016-10-24,JAY ST-METROTEC,R,RIT,4182
2016-10-25,JAY ST-METROTEC,R,RIT,4741
2016-10-26,JAY ST-METROTEC,R,RIT,4607
2016-10-27,JAY ST-METROTEC,R,RIT,4905
2016-10-28,JAY ST-METROTEC,R,RIT,4406
2016-07-31,DEKALB AV,BDNQR,RIT,6778
2016-08-01,DEKALB AV,BDNQR,RIT,16053
2016-08-02,DEKALB AV,BDNQR,RIT,17324
2016-08-03,DEKALB AV,BDNQR,RIT,17558
2016-08-04,DEKALB AV,BDNQR,RIT,17429
2016-08-05,DEKALB AV,BDNQR,RIT,16380
2016-08-06,DEKALB AV,BDNQR,RIT,8897
2016-08-07,DEKALB AV,BDNQR,RIT,7601
2016-08-08,DEKALB AV,BDNQR,RIT,16697
2016-08-09,DEKALB AV,BDNQR,RIT,17186
2016-08-10,DEKALB AV,BDNQR,RIT,17019
2016-08-11,DEKALB AV,BDNQR,RIT,16915
2016-08-12,DEKALB AV,BDNQR,RIT,15771
2016-08-13,DEKALB AV,BDNQR,RIT,8339
2016-08-14,DEKALB AV,BDNQR,RIT,6681
2016-08-15,DEKALB AV,BDNQR,RIT,15434
2016-08-16,DEKALB AV,BDNQR,RIT,16317
2016-08-17,DEKALB AV,BDNQR,RIT,16616
2016-08-18,DEKALB AV,BDNQR,RIT,16233
2016-08-19,DEKALB AV,BDNQR,RIT,15697
2016-08-20,DEKALB AV,BDNQR,RIT,8893
2016-08-21,DEKALB AV,BDNQR,RIT,7290
2016-08-22,DEKALB AV,BDNQR,RIT,15374
2016-08-23,DEKALB AV,BDNQR,RIT,16272
2016-08-24,DEKALB AV,BDNQR,RIT,16296
2016-08-25,DEKALB AV,BDNQR,RIT,16422
2016-08-26,DEKALB AV,BDNQR,RIT,15497
2016-08-27,DEKALB AV,BDNQR,RIT,8949
2016-08-28,DEKALB AV,BDNQR,RIT,9075
2016-08-29,DEKALB AV,BDNQR,RIT,17471
2016-08-30,DEKALB AV,BDNQR,RIT,16815
2016-08-31,DEKALB AV,BDNQR,RIT,16983
2016-09-01,DEKALB AV,BDNQR,RIT,16482
2016-09-02,DEKALB AV,BDNQR,RIT,16054
2016-09-03,DEKALB AV,BDNQR,RIT,8857
2016-09-04,DEKALB AV,BDNQR,RIT,7512
2016-09-05,DEKALB AV,BDNQR,RIT,7115
2016-09-06,DEKALB AV,BDNQR,RIT,17164
2016-09-07,DEKALB AV,BDNQR,RIT,20227
2016-09-08,DEKALB AV,BDNQR,RIT,22412
2016-09-09,DEKALB AV,BDNQR,RIT,20447
2016-09-10,DEKALB AV,BDNQR,RIT,9919
2016-09-11,DEKALB AV,BDNQR,RIT,8031
2016-09-12,DEKALB AV,BDNQR,RIT,18321
2016-09-13,DEKALB AV,BDNQR,RIT,22162
2016-09-14,DEKALB AV,BDNQR,RIT,22459
2016-09-15,DEKALB AV,BDNQR,RIT,22572
2016-09-16,DEKALB AV,BDNQR,RIT,21014
2016-09-17,DEKALB AV,BDNQR,RIT,9978
2016-09-18,DEKALB AV,BDNQR,RIT,7854
2016-09-19,DEKALB AV,BDNQR,RIT,20061
2016-09-20,DEKALB AV,BDNQR,RIT,22355
2016-09-21,DEKALB AV,BDNQR,RIT,22784
2016-09-22,DEKALB AV,BDNQR,RIT,22668
2016-09-23,DEKALB AV,BDNQR,RIT,20998
2016-09-24,DEKALB AV,BDNQR,RIT,11535
2016-09-25,DEKALB AV,BDNQR,RIT,9248
2016-09-26,DEKALB AV,BDNQR,RIT,20807
2016-09-27,DEKALB AV,BDNQR,RIT,22105
2016-09-28,DEKALB AV,BDNQR,RIT,22763
2016-09-29,DEKALB AV,BDNQR,RIT,21964
2016-09-30,DEKALB AV,BDNQR,RIT,20258
2016-10-01,DEKALB AV,BDNQR,RIT,9877
2016-10-02,DEKALB AV,BDNQR,RIT,7453
2016-10-03,DEKALB AV,BDNQR,RIT,16825
2016-10-04,DEKALB AV,BDNQR,RIT,18541
2016-10-05,DEKALB AV,BDNQR,RIT,22529
2016-10-06,DEKALB AV,BDNQR,RIT,22885
2016-10-07,DEKALB AV,BDNQR,RIT,21414
2016-10-08,DEKALB AV,BDNQR,RIT,9893
2016-10-09,DEKALB AV,BDNQR,RIT,6890
2016-10-10,DEKALB AV,BDNQR,RIT,14757
2016-10-11,DEKALB AV,BDNQR,RIT,21199
2016-10-12,DEKALB AV,BDNQR,RIT,18332
2016-10-13,DEKALB AV,BDNQR,RIT,21901
2016-10-14,DEKALB AV,BDNQR,RIT,21088
2016-10-15,DEKALB AV,BDNQR,RIT,10557
2016-10-16,DEKALB AV,BDNQR,RIT,8113
2016-10-17,DEKALB AV,BDNQR,RIT,20667
2016-10-18,DEKALB AV,BDNQR,RIT,22642
2016-10-19,DEKALB AV,BDNQR,RIT,22583
2016-10-20,DEKALB AV,BDNQR,RIT,22481
2016-10-21,DEKALB AV,BDNQR,RIT,20376
2016-10-22,DEKALB AV,BDNQR,RIT,10849
2016-10-23,DEKALB AV,BDNQR,RIT,8947
2016-10-24,DEKALB AV,BDNQR,RIT,20466
2016-10-25,DEKALB AV,BDNQR,RIT,21571
2016-10-26,DEKALB AV,BDNQR,RIT,22355
2016-10-27,DEKALB AV,BDNQR,RIT,21761
2016-10-28,DEKALB AV,BDNQR,RIT,21174
2016-07-31,ATL AV-BARCLAY,BDNQR2345,RIT,6627
2016-08-01,ATL AV-BARCLAY,BDNQR2345,RIT,10044
2016-08-02,ATL AV-BARCLAY,BDNQR2345,RIT,10763
2016-08-03,ATL AV-BARCLAY,BDNQR2345,RIT,10904
2016-08-04,ATL AV-BARCLAY,BDNQR2345,RIT,10974
2016-08-05,ATL AV-BARCLAY,BDNQR2345,RIT,5482
2016-08-06,ATL AV-BARCLAY,BDNQR2345,RIT,13134
2016-08-07,ATL AV-BARCLAY,BDNQR2345,RIT,6714
2016-08-08,ATL AV-BARCLAY,BDNQR2345,RIT,10210
2016-08-09,ATL AV-BARCLAY,BDNQR2345,RIT,10484
2016-08-10,ATL AV-BARCLAY,BDNQR2345,RIT,10417
2016-08-11,ATL AV-BARCLAY,BDNQR2345,RIT,10116
2016-08-12,ATL AV-BARCLAY,BDNQR2345,RIT,10530
2016-08-13,ATL AV-BARCLAY,BDNQR2345,RIT,7303
2016-08-14,ATL AV-BARCLAY,BDNQR2345,RIT,6686
2016-08-15,ATL AV-BARCLAY,BDNQR2345,RIT,9798
2016-08-16,ATL AV-BARCLAY,BDNQR2345,RIT,9905
2016-08-17,ATL AV-BARCLAY,BDNQR2345,RIT,9926
2016-08-18,ATL AV-BARCLAY,BDNQR2345,RIT,11016
2016-08-19,ATL AV-BARCLAY,BDNQR2345,RIT,10374
2016-08-20,ATL AV-BARCLAY,BDNQR2345,RIT,7395
2016-08-21,ATL AV-BARCLAY,BDNQR2345,RIT,7300
2016-08-22,ATL AV-BARCLAY,BDNQR2345,RIT,10384
2016-08-23,ATL AV-BARCLAY,BDNQR2345,RIT,10951
2016-08-24,ATL AV-BARCLAY,BDNQR2345,RIT,10082
2016-08-25,ATL AV-BARCLAY,BDNQR2345,RIT,10099
2016-08-26,ATL AV-BARCLAY,BDNQR2345,RIT,10039
2016-08-27,ATL AV-BARCLAY,BDNQR2345,RIT,7696
2016-08-28,ATL AV-BARCLAY,BDNQR2345,RIT,6977
2016-08-29,ATL AV-BARCLAY,BDNQR2345,RIT,9630
2016-08-30,ATL AV-BARCLAY,BDNQR2345,RIT,10007
2016-08-31,ATL AV-BARCLAY,BDNQR2345,RIT,10137
2016-09-01,ATL AV-BARCLAY,BDNQR2345,RIT,9901
2016-09-02,ATL AV-BARCLAY,BDNQR2345,RIT,10256
2016-09-03,ATL AV-BARCLAY,BDNQR2345,RIT,7451
2016-09-04,ATL AV-BARCLAY,BDNQR2345,RIT,6723
2016-09-05,ATL AV-BARCLAY,BDNQR2345,RIT,6227
2016-09-06,ATL AV-BARCLAY,BDNQR2345,RIT,9962
2016-09-07,ATL AV-BARCLAY,BDNQR2345,RIT,10668
2016-09-08,ATL AV-BARCLAY,BDNQR2345,RIT,12560
2016-09-09,ATL AV-BARCLAY,BDNQR2345,RIT,12749
2016-09-10,ATL AV-BARCLAY,BDNQR2345,RIT,8440
2016-09-11,ATL AV-BARCLAY,BDNQR2345,RIT,7328
2016-09-12,ATL AV-BARCLAY,BDNQR2345,RIT,10573
2016-09-13,ATL AV-BARCLAY,BDNQR2345,RIT,12704
2016-09-14,ATL AV-BARCLAY,BDNQR2345,RIT,12740
2016-09-15,ATL AV-BARCLAY,BDNQR2345,RIT,12889
2016-09-16,ATL AV-BARCLAY,BDNQR2345,RIT,12983
2016-09-17,ATL AV-BARCLAY,BDNQR2345,RIT,8086
2016-09-18,ATL AV-BARCLAY,BDNQR2345,RIT,6564
2016-09-19,ATL AV-BARCLAY,BDNQR2345,RIT,11525
2016-09-20,ATL AV-BARCLAY,BDNQR2345,RIT,12461
2016-09-21,ATL AV-BARCLAY,BDNQR2345,RIT,12609
2016-09-22,ATL AV-BARCLAY,BDNQR2345,RIT,13094
2016-09-23,ATL AV-BARCLAY,BDNQR2345,RIT,12920
2016-09-24,ATL AV-BARCLAY,BDNQR2345,RIT,8946
2016-09-25,ATL AV-BARCLAY,BDNQR2345,RIT,9067
2016-09-26,ATL AV-BARCLAY,BDNQR2345,RIT,12225
2016-09-27,ATL AV-BARCLAY,BDNQR2345,RIT,12587
2016-09-28,ATL AV-BARCLAY,BDNQR2345,RIT,12807
2016-09-29,ATL AV-BARCLAY,BDNQR2345,RIT,12542
2016-09-30,ATL AV-BARCLAY,BDNQR2345,RIT,11965
2016-10-01,ATL AV-BARCLAY,BDNQR2345,RIT,8312
2016-10-02,ATL AV-BARCLAY,BDNQR2345,RIT,7175
2016-10-03,ATL AV-BARCLAY,BDNQR2345,RIT,10013
2016-10-04,ATL AV-BARCLAY,BDNQR2345,RIT,10923
2016-10-05,ATL AV-BARCLAY,BDNQR2345,RIT,13267
2016-10-06,ATL AV-BARCLAY,BDNQR2345,RIT,12900
2016-10-07,ATL AV-BARCLAY,BDNQR2345,RIT,13079
2016-10-08,ATL AV-BARCLAY,BDNQR2345,RIT,8253
2016-10-09,ATL AV-BARCLAY,BDNQR2345,RIT,6274
2016-10-10,ATL AV-BARCLAY,BDNQR2345,RIT,8815
2016-10-11,ATL AV-BARCLAY,BDNQR2345,RIT,12660
2016-10-12,ATL AV-BARCLAY,BDNQR2345,RIT,10633
2016-10-13,ATL AV-BARCLAY,BDNQR2345,RIT,12721
2016-10-14,ATL AV-BARCLAY,BDNQR2345,RIT,13458
2016-10-15,ATL AV-BARCLAY,BDNQR2345,RIT,9091
2016-10-16,ATL AV-BARCLAY,BDNQR2345,RIT,8246
2016-10-17,ATL AV-BARCLAY,BDNQR2345,RIT,12845
2016-10-18,ATL AV-BARCLAY,BDNQR2345,RIT,12800
2016-10-19,ATL AV-BARCLAY,BDNQR2345,RIT,13153
2016-10-20,ATL AV-BARCLAY,BDNQR2345,RIT,13158
2016-10-21,ATL AV-BARCLAY,BDNQR2345,RIT,13666
2016-10-22,ATL AV-BARCLAY,BDNQR2345,RIT,8614
2016-10-23,ATL AV-BARCLAY,BDNQR2345,RIT,7677
2016-10-24,ATL AV-BARCLAY,BDNQR2345,RIT,12901
2016-10-25,ATL AV-BARCLAY,BDNQR2345,RIT,12958
2016-10-26,ATL AV-BARCLAY,BDNQR2345,RIT,13874
2016-10-27,ATL AV-BARCLAY,BDNQR2345,RIT,13316
2016-10-28,ATL AV-BARCLAY,BDNQR2345,RIT,13399
2016-07-31,UNION ST,R,RIT,3095
2016-08-01,UNION ST,R,RIT,5855
2016-08-02,UNION ST,R,RIT,5968
2016-08-03,UNION ST,R,RIT,6305
2016-08-04,UNION ST,R,RIT,6317
2016-08-05,UNION ST,R,RIT,6033
2016-08-06,UNION ST,R,RIT,3670
2016-08-07,UNION ST,R,RIT,3131
2016-08-08,UNION ST,R,RIT,5724
2016-08-09,UNION ST,R,RIT,6184
2016-08-10,UNION ST,R,RIT,6366
2016-08-11,UNION ST,R,RIT,6343
2016-08-12,UNION ST,R,RIT,5901
2016-08-13,UNION ST,R,RIT,3499
2016-08-14,UNION ST,R,RIT,2796
2016-08-15,UNION ST,R,RIT,5487
2016-08-16,UNION ST,R,RIT,5942
2016-08-17,UNION ST,R,RIT,6056
2016-08-18,UNION ST,R,RIT,6126
2016-08-19,UNION ST,R,RIT,5699
2016-08-20,UNION ST,R,RIT,3652
2016-08-21,UNION ST,R,RIT,3225
2016-08-22,UNION ST,R,RIT,5313
2016-08-23,UNION ST,R,RIT,5589
2016-08-24,UNION ST,R,RIT,5730
2016-08-25,UNION ST,R,RIT,5844
2016-08-26,UNION ST,R,RIT,5515
2016-08-27,UNION ST,R,RIT,3628
2016-08-28,UNION ST,R,RIT,3120
2016-08-29,UNION ST,R,RIT,5209
2016-08-30,UNION ST,R,RIT,5684
2016-08-31,UNION ST,R,RIT,5621
2016-09-01,UNION ST,R,RIT,5839
2016-09-02,UNION ST,R,RIT,5113
2016-09-03,UNION ST,R,RIT,3096
2016-09-04,UNION ST,R,RIT,2809
2016-09-05,UNION ST,R,RIT,2495
2016-09-06,UNION ST,R,RIT,5898
2016-09-07,UNION ST,R,RIT,6337
2016-09-08,UNION ST,R,RIT,6607
2016-09-09,UNION ST,R,RIT,6448
2016-09-10,UNION ST,R,RIT,3735
2016-09-11,UNION ST,R,RIT,3284
2016-09-12,UNION ST,R,RIT,6065
2016-09-13,UNION ST,R,RIT,6699
2016-09-14,UNION ST,R,RIT,6813
2016-09-15,UNION ST,R,RIT,6828
2016-09-16,UNION ST,R,RIT,6468
2016-09-17,UNION ST,R,RIT,4033
2016-09-18,UNION ST,R,RIT,3669
2016-09-19,UNION ST,R,RIT,6557
2016-09-20,UNION ST,R,RIT,6771
2016-09-21,UNION ST,R,RIT,6845
2016-09-22,UNION ST,R,RIT,6842
2016-09-23,UNION ST,R,RIT,6522
2016-09-24,UNION ST,R,RIT,4051
2016-09-25,UNION ST,R,RIT,3685
2016-09-26,UNION ST,R,RIT,6316
2016-09-27,UNION ST,R,RIT,6675
2016-09-28,UNION ST,R,RIT,6691
2016-09-29,UNION ST,R,RIT,6813
2016-09-30,UNION ST,R,RIT,6864
2016-10-01,UNION ST,R,RIT,3979
2016-10-02,UNION ST,R,RIT,3112
2016-10-03,UNION ST,R,RIT,5490
2016-10-04,UNION ST,R,RIT,6029
2016-10-05,UNION ST,R,RIT,6751
2016-10-06,UNION ST,R,RIT,6871
2016-10-07,UNION ST,R,RIT,6715
2016-10-08,UNION ST,R,RIT,4267
2016-10-09,UNION ST,R,RIT,3406
2016-10-10,UNION ST,R,RIT,5115
2016-10-11,UNION ST,R,RIT,6639
