date,station,line,division,daily_ridership
2016-09-11,HOUSTON ST,1,RIT,3831
2016-09-12,HOUSTON ST,1,RIT,14787
2016-09-13,HOUSTON ST,1,RIT,16322
2016-09-14,HOUSTON ST,1,RIT,17122
2016-09-15,HOUSTON ST,1,RIT,16277
2016-09-16,HOUSTON ST,1,RIT,14924
2016-09-17,HOUSTON ST,1,RIT,6353
2016-09-18,HOUSTON ST,1,RIT,3936
2016-09-19,HOUSTON ST,1,RIT,14069
2016-09-20,HOUSTON ST,1,RIT,15970
2016-09-21,HOUSTON ST,1,RIT,15958
2016-09-22,HOUSTON ST,1,RIT,16114
2016-09-23,HOUSTON ST,1,RIT,14968
2016-09-24,HOUSTON ST,1,RIT,6066
2016-09-25,HOUSTON ST,1,RIT,4808
2016-09-26,HOUSTON ST,1,RIT,14834
2016-09-27,HOUSTON ST,1,RIT,15705
2016-09-28,HOUSTON ST,1,RIT,16783
2016-09-29,HOUSTON ST,1,RIT,16712
2016-09-30,HOUSTON ST,1,RIT,16909
2016-10-01,HOUSTON ST,1,RIT,5848
2016-10-02,HOUSTON ST,1,RIT,4304
2016-10-03,HOUSTON ST,1,RIT,13227
2016-10-04,HOUSTON ST,1,RIT,15360
2016-10-05,HOUSTON ST,1,RIT,16497
2016-10-06,HOUSTON ST,1,RIT,16079
2016-10-07,HOUSTON ST,1,RIT,15844
2016-10-08,HOUSTON ST,1,RIT,6048
2016-10-09,HOUSTON ST,1,RIT,4253
2016-10-10,HOUSTON ST,1,RIT,9684
2016-10-11,HOUSTON ST,1,RIT,15384
2016-10-12,HOUSTON ST,1,RIT,14328
2016-10-13,HOUSTON ST,1,RIT,16292
2016-10-14,HOUSTON ST,1,RIT,15658
2016-10-15,HOUSTON ST,1,RIT,6175
2016-10-16,HOUSTON ST,1,RIT,4842
2016-10-17,HOUSTON ST,1,RIT,14422
2016-10-18,HOUSTON ST,1,RIT,15373
2016-10-19,HOUSTON ST,1,RIT,16103
2016-10-20,HOUSTON ST,1,RIT,16150
2016-10-21,HOUSTON ST,1,RIT,15169
2016-10-22,HOUSTON ST,1,RIT,4673
2016-10-23,HOUSTON ST,1,RIT,3625
2016-10-24,HOUSTON ST,1,RIT,15155
2016-10-25,HOUSTON ST,1,RIT,16481
2016-10-26,HOUSTON ST,1,RIT,16873
2016-10-27,HOUSTON ST,1,RIT,17390
2016-10-28,HOUSTON ST,1,RIT,16454
2016-07-31,CHRISTOPHER ST,1,RIT,6930
2016-08-01,CHRISTOPHER ST,1,RIT,8545
2016-08-02,CHRISTOPHER ST,1,RIT,8850
2016-08-03,CHRISTOPHER ST,1,RIT,10101
2016-08-04,CHRISTOPHER ST,1,RIT,9628
2016-08-05,CHRISTOPHER ST,1,RIT,9885
2016-08-06,CHRISTOPHER ST,1,RIT,7497
2016-08-07,CHRISTOPHER ST,1,RIT,6399
2016-08-08,CHRISTOPHER ST,1,RIT,8246
2016-08-09,CHRISTOPHER ST,1,RIT,8970
2016-08-10,CHRISTOPHER ST,1,RIT,9581
2016-08-11,CHRISTOPHER ST,1,RIT,9498
2016-08-12,CHRISTOPHER ST,1,RIT,9437
2016-08-13,CHRISTOPHER ST,1,RIT,7519
2016-08-14,CHRISTOPHER ST,1,RIT,6184
2016-08-15,CHRISTOPHER ST,1,RIT,8044
2016-08-16,CHRISTOPHER ST,1,RIT,8316
2016-08-17,CHRISTOPHER ST,1,RIT,8665
2016-08-18,CHRISTOPHER ST,1,RIT,8810
2016-08-19,CHRISTOPHER ST,1,RIT,8440
2016-08-20,CHRISTOPHER ST,1,RIT,7562
2016-08-21,CHRISTOPHER ST,1,RIT,6562
2016-08-22,CHRISTOPHER ST,1,RIT,7748
2016-08-23,CHRISTOPHER ST,1,RIT,8452
2016-08-24,CHRISTOPHER ST,1,RIT,8818
2016-08-25,CHRISTOPHER ST,1,RIT,9137
2016-08-26,CHRISTOPHER ST,1,RIT,8908
2016-08-27,CHRISTOPHER ST,1,RIT,6814
2016-08-28,CHRISTOPHER ST,1,RIT,5906
2016-08-29,CHRISTOPHER ST,1,RIT,7699
2016-08-30,CHRISTOPHER ST,1,RIT,8486
2016-08-31,CHRISTOPHER ST,1,RIT,8678
2016-09-01,CHRISTOPHER ST,1,RIT,8707
2016-09-02,CHRISTOPHER ST,1,RIT,8922
2016-09-03,CHRISTOPHER ST,1,RIT,7830
2016-09-04,CHRISTOPHER ST,1,RIT,7099
2016-09-05,CHRISTOPHER ST,1,RIT,6419
2016-09-06,CHRISTOPHER ST,1,RIT,8394
2016-09-07,CHRISTOPHER ST,1,RIT,9219
2016-09-08,CHRISTOPHER ST,1,RIT,9854
2016-09-09,CHRISTOPHER ST,1,RIT,10203
2016-09-10,CHRISTOPHER ST,1,RIT,7211
2016-09-11,CHRISTOPHER ST,1,RIT,5845
2016-09-12,CHRISTOPHER ST,1,RIT,7765
2016-09-13,CHRISTOPHER ST,1,RIT,8867
2016-09-14,CHRISTOPHER ST,1,RIT,9137
2016-09-15,CHRISTOPHER ST,1,RIT,9010
2016-09-16,CHRISTOPHER ST,1,RIT,9673
2016-09-17,CHRISTOPHER ST,1,RIT,7854
2016-09-18,CHRISTOPHER ST,1,RIT,4830
2016-09-19,CHRISTOPHER ST,1,RIT,7281
2016-09-20,CHRISTOPHER ST,1,RIT,8322
2016-09-21,CHRISTOPHER ST,1,RIT,8830
2016-09-22,CHRISTOPHER ST,1,RIT,9295
2016-09-23,CHRISTOPHER ST,1,RIT,9571
2016-09-24,CHRISTOPHER ST,1,RIT,7841
2016-09-25,CHRISTOPHER ST,1,RIT,6873
2016-09-26,CHRISTOPHER ST,1,RIT,7873
2016-09-27,CHRISTOPHER ST,1,RIT,8463
2016-09-28,CHRISTOPHER ST,1,RIT,8994
2016-09-29,CHRISTOPHER ST,1,RIT,9104
2016-09-30,CHRISTOPHER ST,1,RIT,9444
2016-10-01,CHRISTOPHER ST,1,RIT,7152
2016-10-02,CHRISTOPHER ST,1,RIT,6475
2016-10-03,CHRISTOPHER ST,1,RIT,7203
2016-10-04,CHRISTOPHER ST,1,RIT,7835
2016-10-05,CHRISTOPHER ST,1,RIT,8808
2016-10-06,CHRISTOPHER ST,1,RIT,9085
2016-10-07,CHRISTOPHER ST,1,RIT,9693
2016-10-08,CHRISTOPHER ST,1,RIT,7684
2016-10-09,CHRISTOPHER ST,1,RIT,6158
2016-10-10,CHRISTOPHER ST,1,RIT,6978
2016-10-11,CHRISTOPHER ST,1,RIT,8476
2016-10-12,CHRISTOPHER ST,1,RIT,8205
2016-10-13,CHRISTOPHER ST,1,RIT,8993
2016-10-14,CHRISTOPHER ST,1,RIT,9667
2016-10-15,CHRISTOPHER ST,1,RIT,9032
2016-10-16,CHRISTOPHER ST,1,RIT,7566
2016-10-17,CHRISTOPHER ST,1,RIT,8043
2016-10-18,CHRISTOPHER ST,1,RIT,8797
2016-10-19,CHRISTOPHER ST,1,RIT,9272
2016-10-20,CHRISTOPHER ST,1,RIT,9197
2016-10-21,CHRISTOPHER ST,1,RIT,9402
2016-10-22,CHRISTOPHER ST,1,RIT,7102
2016-10-23,CHRISTOPHER ST,1,RIT,5831
2016-10-24,CHRISTOPHER ST,1,RIT,7901
2016-10-25,CHRISTOPHER ST,1,RIT,8658
2016-10-26,CHRISTOPHER ST,1,RIT,9386
2016-10-27,CHRISTOPHER ST,1,RIT,9268
2016-10-28,CHRISTOPHER ST,1,RIT,9871
2016-07-31,14 ST,123FLM,RIT,13808
2016-08-01,14 ST,123FLM,RIT,19132
2016-08-02,14 ST,123FLM,RIT,21117
2016-08-03,14 ST,123FLM,RIT,22438
2016-08-04,14 ST,123FLM,RIT,22322
2016-08-05,14 ST,123FLM,RIT,21360
2016-08-06,14 ST,123FLM,RIT,15948
2016-08-07,14 ST,123FLM,RIT,13728
2016-08-08,14 ST,123FLM,RIT,18980
2016-08-09,14 ST,123FLM,RIT,20528
2016-08-10,14 ST,123FLM,RIT,21125
2016-08-11,14 ST,123FLM,RIT,20911
2016-08-12,14 ST,123FLM,RIT,19711
2016-08-13,14 ST,123FLM,RIT,14246
2016-08-14,14 ST,123FLM,RIT,11588
2016-08-15,14 ST,123FLM,RIT,17393
2016-08-16,14 ST,123FLM,RIT,19975
2016-08-17,14 ST,123FLM,RIT,20816
2016-08-18,14 ST,123FLM,RIT,20811
2016-08-19,14 ST,123FLM,RIT,20862
2016-08-20,14 ST,123FLM,RIT,13201
2016-08-21,14 ST,123FLM,RIT,10838
2016-08-22,14 ST,123FLM,RIT,17198
2016-08-23,14 ST,123FLM,RIT,19911
2016-08-24,14 ST,123FLM,RIT,20768
2016-08-25,14 ST,123FLM,RIT,21005
2016-08-26,14 ST,123FLM,RIT,20109
2016-08-27,14 ST,123FLM,RIT,13488
2016-08-28,14 ST,123FLM,RIT,10763
2016-08-29,14 ST,123FLM,RIT,17558
2016-08-30,14 ST,123FLM,RIT,19923
2016-08-31,14 ST,123FLM,RIT,20467
2016-09-01,14 ST,123FLM,RIT,19616
2016-09-02,14 ST,123FLM,RIT,19579
2016-09-03,14 ST,123FLM,RIT,14184
2016-09-04,14 ST,123FLM,RIT,12555
2016-09-05,14 ST,123FLM,RIT,11223
2016-09-06,14 ST,123FLM,RIT,18805
2016-09-07,14 ST,123FLM,RIT,21911
2016-09-08,14 ST,123FLM,RIT,23710
2016-09-09,14 ST,123FLM,RIT,23704
2016-09-10,14 ST,123FLM,RIT,17684
2016-09-11,14 ST,123FLM,RIT,14850
2016-09-12,14 ST,123FLM,RIT,20615
2016-09-13,14 ST,123FLM,RIT,23523
2016-09-14,14 ST,123FLM,RIT,23975
2016-09-15,14 ST,123FLM,RIT,24134
2016-09-16,14 ST,123FLM,RIT,24046
2016-09-17,14 ST,123FLM,RIT,17850
2016-09-18,14 ST,123FLM,RIT,11930
2016-09-19,14 ST,123FLM,RIT,19154
2016-09-20,14 ST,123FLM,RIT,23194
2016-09-21,14 ST,123FLM,RIT,24239
2016-09-22,14 ST,123FLM,RIT,24210
2016-09-23,14 ST,123FLM,RIT,24148
2016-09-24,14 ST,123FLM,RIT,16795
2016-09-25,14 ST,123FLM,RIT,13380
2016-09-26,14 ST,123FLM,RIT,20446
2016-09-27,14 ST,123FLM,RIT,22193
2016-09-28,14 ST,123FLM,RIT,23380
2016-09-29,14 ST,123FLM,RIT,23138
2016-09-30,14 ST,123FLM,RIT,22640
2016-10-01,14 ST,123FLM,RIT,15621
2016-10-02,14 ST,123FLM,RIT,13011
2016-10-03,14 ST,123FLM,RIT,17931
2016-10-04,14 ST,123FLM,RIT,20392
2016-10-05,14 ST,123FLM,RIT,23680
2016-10-06,14 ST,123FLM,RIT,24546
2016-10-07,14 ST,123FLM,RIT,24227
2016-10-08,14 ST,123FLM,RIT,17018
2016-10-09,14 ST,123FLM,RIT,12484
2016-10-10,14 ST,123FLM,RIT,16965
2016-10-11,14 ST,123FLM,RIT,21998
2016-10-12,14 ST,123FLM,RIT,20559
2016-10-13,14 ST,123FLM,RIT,23397
2016-10-14,14 ST,123FLM,RIT,24034
2016-10-15,14 ST,123FLM,RIT,17422
2016-10-16,14 ST,123FLM,RIT,13619
2016-10-17,14 ST,123FLM,RIT,19610
2016-10-18,14 ST,123FLM,RIT,22724
2016-10-19,14 ST,123FLM,RIT,24451
2016-10-20,14 ST,123FLM,RIT,23918
2016-10-21,14 ST,123FLM,RIT,22914
2016-10-22,14 ST,123FLM,RIT,16950
2016-10-23,14 ST,123FLM,RIT,14121
2016-10-24,14 ST,123FLM,RIT,20702
2016-10-25,14 ST,123FLM,RIT,23114
2016-10-26,14 ST,123FLM,RIT,24153
2016-10-27,14 ST,123FLM,RIT,23030
2016-10-28,14 ST,123FLM,RIT,24347
2016-07-31,18 ST,1,RIT,3430
2016-08-01,18 ST,1,RIT,7437
2016-08-02,18 ST,1,RIT,8318
2016-08-03,18 ST,1,RIT,8366
2016-08-04,18 ST,1,RIT,8476
2016-08-05,18 ST,1,RIT,8067
2016-08-06,18 ST,1,RIT,3639
2016-08-07,18 ST,1,RIT,2756
2016-08-08,18 ST,1,RIT,7144
2016-08-09,18 ST,1,RIT,8151
2016-08-10,18 ST,1,RIT,8423
2016-08-11,18 ST,1,RIT,8351
2016-08-12,18 ST,1,RIT,7752
2016-08-13,18 ST,1,RIT,3916
2016-08-14,18 ST,1,RIT,2890
2016-08-15,18 ST,1,RIT,6777
2016-08-16,18 ST,1,RIT,7641
2016-08-17,18 ST,1,RIT,7803
2016-08-18,18 ST,1,RIT,7594
2016-08-19,18 ST,1,RIT,7086
2016-08-20,18 ST,1,RIT,3857
2016-08-21,18 ST,1,RIT,3228
2016-08-22,18 ST,1,RIT,6605
2016-08-23,18 ST,1,RIT,7700
2016-08-24,18 ST,1,RIT,7867
2016-08-25,18 ST,1,RIT,8215
2016-08-26,18 ST,1,RIT,7183
2016-08-27,18 ST,1,RIT,4101
2016-08-28,18 ST,1,RIT,3188
2016-08-29,18 ST,1,RIT,6893
2016-08-30,18 ST,1,RIT,7810
2016-08-31,18 ST,1,RIT,7829
2016-09-01,18 ST,1,RIT,7881
2016-09-02,18 ST,1,RIT,6767
2016-09-03,18 ST,1,RIT,3648
2016-09-04,18 ST,1,RIT,3021
2016-09-05,18 ST,1,RIT,2828
2016-09-06,18 ST,1,RIT,7468
2016-09-07,18 ST,1,RIT,8849
2016-09-08,18 ST,1,RIT,9707
2016-09-09,18 ST,1,RIT,9338
2016-09-10,18 ST,1,RIT,4217
2016-09-11,18 ST,1,RIT,3090
2016-09-12,18 ST,1,RIT,7562
2016-09-13,18 ST,1,RIT,9537
2016-09-14,18 ST,1,RIT,9882
2016-09-15,18 ST,1,RIT,9559
2016-09-16,18 ST,1,RIT,9308
2016-09-17,18 ST,1,RIT,5396
2016-09-18,18 ST,1,RIT,4544
2016-09-19,18 ST,1,RIT,8136
2016-09-20,18 ST,1,RIT,9419
2016-09-21,18 ST,1,RIT,9391
2016-09-22,18 ST,1,RIT,9604
2016-09-23,18 ST,1,RIT,9221
2016-09-24,18 ST,1,RIT,5610
2016-09-25,18 ST,1,RIT,3876
2016-09-26,18 ST,1,RIT,8281
2016-09-27,18 ST,1,RIT,9038
2016-09-28,18 ST,1,RIT,9607
2016-09-29,18 ST,1,RIT,9545
2016-09-30,18 ST,1,RIT,10159
2016-10-01,18 ST,1,RIT,5356
2016-10-02,18 ST,1,RIT,3989
2016-10-03,18 ST,1,RIT,6972
2016-10-04,18 ST,1,RIT,7988
2016-10-05,18 ST,1,RIT,9895
2016-10-06,18 ST,1,RIT,9827
2016-10-07,18 ST,1,RIT,9680
2016-10-08,18 ST,1,RIT,5532
2016-10-09,18 ST,1,RIT,4009
2016-10-10,18 ST,1,RIT,6429
2016-10-11,18 ST,1,RIT,8848
2016-10-12,18 ST,1,RIT,7892
2016-10-13,18 ST,1,RIT,9618
2016-10-14,18 ST,1,RIT,9431
2016-10-15,18 ST,1,RIT,5396
2016-10-16,18 ST,1,RIT,4024
2016-10-17,18 ST,1,RIT,7966
2016-10-18,18 ST,1,RIT,9123
2016-10-19,18 ST,1,RIT,9279
2016-10-20,18 ST,1,RIT,9612
2016-10-21,18 ST,1,RIT,9156
2016-10-22,18 ST,1,RIT,4809
2016-10-23,18 ST,1,RIT,3141
2016-10-24,18 ST,1,RIT,8060
2016-10-25,18 ST,1,RIT,9224
2016-10-26,18 ST,1,RIT,9982
2016-10-27,18 ST,1,RIT,10463
2016-10-28,18 ST,1,RIT,10101
2016-07-31,23 ST,1,RIT,6946
2016-08-01,23 ST,1,RIT,13318
2016-08-02,23 ST,1,RIT,14574
2016-08-03,23 ST,1,RIT,14984
2016-08-04,23 ST,1,RIT,14931
2016-08-05,23 ST,1,RIT,13892
2016-08-06,23 ST,1,RIT,7698
2016-08-07,23 ST,1,RIT,6193
2016-08-08,23 ST,1,RIT,12838
2016-08-09,23 ST,1,RIT,14145
2016-08-10,23 ST,1,RIT,14388
2016-08-11,23 ST,1,RIT,14401
2016-08-12,23 ST,1,RIT,13715
2016-08-13,23 ST,1,RIT,7831
2016-08-14,23 ST,1,RIT,6252
2016-08-15,23 ST,1,RIT,12365
2016-08-16,23 ST,1,RIT,13354
2016-08-17,23 ST,1,RIT,13276
2016-08-18,23 ST,1,RIT,13321
2016-08-19,23 ST,1,RIT,12889
2016-08-20,23 ST,1,RIT,7784
2016-08-21,23 ST,1,RIT,6287
2016-08-22,23 ST,1,RIT,12058
2016-08-23,23 ST,1,RIT,13461
2016-08-24,23 ST,1,RIT,13490
2016-08-25,23 ST,1,RIT,13666
2016-08-26,23 ST,1,RIT,12875
2016-08-27,23 ST,1,RIT,8764
2016-08-28,23 ST,1,RIT,7712
2016-08-29,23 ST,1,RIT,12548
2016-08-30,23 ST,1,RIT,13269
2016-08-31,23 ST,1,RIT,13430
2016-09-01,23 ST,1,RIT,13400
2016-09-02,23 ST,1,RIT,12548
2016-09-03,23 ST,1,RIT,7448
2016-09-04,23 ST,1,RIT,6455
2016-09-05,23 ST,1,RIT,5965
2016-09-06,23 ST,1,RIT,13051
2016-09-07,23 ST,1,RIT,14803
2016-09-08,23 ST,1,RIT,16193
2016-09-09,23 ST,1,RIT,15427
2016-09-10,23 ST,1,RIT,8520
2016-09-11,23 ST,1,RIT,6819
2016-09-12,23 ST,1,RIT,13468
2016-09-13,23 ST,1,RIT,15622
2016-09-14,23 ST,1,RIT,16218
2016-09-15,23 ST,1,RIT,15916
2016-09-16,23 ST,1,RIT,15692
2016-09-17,23 ST,1,RIT,9708
2016-09-18,23 ST,1,RIT,247
2016-09-19,23 ST,1,RIT,10982
2016-09-20,23 ST,1,RIT,14935
2016-09-21,23 ST,1,RIT,15654
2016-09-22,23 ST,1,RIT,15935
2016-09-23,23 ST,1,RIT,15691
2016-09-24,23 ST,1,RIT,9771
2016-09-25,23 ST,1,RIT,7767
2016-09-26,23 ST,1,RIT,14203
2016-09-27,23 ST,1,RIT,14907
2016-09-28,23 ST,1,RIT,15942
2016-09-29,23 ST,1,RIT,15668
2016-09-30,23 ST,1,RIT,15686
2016-10-01,23 ST,1,RIT,9516
2016-10-02,23 ST,1,RIT,7368
2016-10-03,23 ST,1,RIT,12492
2016-10-04,23 ST,1,RIT,13737
2016-10-05,23 ST,1,RIT,15722
2016-10-06,23 ST,1,RIT,16054
2016-10-07,23 ST,1,RIT,15806
2016-10-08,23 ST,1,RIT,9833
2016-10-09,23 ST,1,RIT,7438
2016-10-10,23 ST,1,RIT,11277
2016-10-11,23 ST,1,RIT,14668
2016-10-12,23 ST,1,RIT,13366
2016-10-13,23 ST,1,RIT,15998
2016-10-14,23 ST,1,RIT,15688
2016-10-15,23 ST,1,RIT,9958
2016-10-16,23 ST,1,RIT,7697
2016-10-17,23 ST,1,RIT,13844
2016-10-18,23 ST,1,RIT,15495
2016-10-19,23 ST,1,RIT,16026
2016-10-20,23 ST,1,RIT,15873
2016-10-21,23 ST,1,RIT,15196
2016-10-22,23 ST,1,RIT,8702
2016-10-23,23 ST,1,RIT,6789
2016-10-24,23 ST,1,RIT,14161
2016-10-25,23 ST,1,RIT,15812
2016-10-26,23 ST,1,RIT,17021
2016-10-27,23 ST,1,RIT,16489
2016-10-28,23 ST,1,RIT,16725
2016-07-31,28 ST,1,RIT,5388
2016-08-01,28 ST,1,RIT,13463
2016-08-02,28 ST,1,RIT,14571
2016-08-03,28 ST,1,RIT,14734
2016-08-04,28 ST,1,RIT,14527
2016-08-05,28 ST,1,RIT,13036
2016-08-06,28 ST,1,RIT,5686
2016-08-07,28 ST,1,RIT,4610
2016-08-08,28 ST,1,RIT,12964
2016-08-09,28 ST,1,RIT,14343
2016-08-10,28 ST,1,RIT,14297
2016-08-11,28 ST,1,RIT,14462
2016-08-12,28 ST,1,RIT,12960
2016-08-13,28 ST,1,RIT,6305
2016-08-14,28 ST,1,RIT,5001
2016-08-15,28 ST,1,RIT,12911
2016-08-16,28 ST,1,RIT,13516
2016-08-17,28 ST,1,RIT,13046
2016-08-18,28 ST,1,RIT,13009
2016-08-19,28 ST,1,RIT,12122
2016-08-20,28 ST,1,RIT,6235
2016-08-21,28 ST,1,RIT,5103
2016-08-22,28 ST,1,RIT,12704
2016-08-23,28 ST,1,RIT,13748
2016-08-24,28 ST,1,RIT,13585
2016-08-25,28 ST,1,RIT,13883
2016-08-26,28 ST,1,RIT,12571
2016-08-27,28 ST,1,RIT,6471
2016-08-28,28 ST,1,RIT,5648
2016-08-29,28 ST,1,RIT,13982
2016-08-30,28 ST,1,RIT,14598
2016-08-31,28 ST,1,RIT,14572
2016-09-01,28 ST,1,RIT,14758
2016-09-02,28 ST,1,RIT,2462
2016-09-03,28 ST,1,RIT,17248
2016-09-04,28 ST,1,RIT,4993
2016-09-05,28 ST,1,RIT,4940
2016-09-06,28 ST,1,RIT,14431
2016-09-07,28 ST,1,RIT,15605
2016-09-08,28 ST,1,RIT,16137
2016-09-09,28 ST,1,RIT,15546
2016-09-10,28 ST,1,RIT,6570
2016-09-11,28 ST,1,RIT,4811
2016-09-12,28 ST,1,RIT,14251
2016-09-13,28 ST,1,RIT,16012
2016-09-14,28 ST,1,RIT,16983
2016-09-15,28 ST,1,RIT,16139
2016-09-16,28 ST,1,RIT,15884
2016-09-17,28 ST,1,RIT,7539
2016-09-18,28 ST,1,RIT,791
2016-09-19,28 ST,1,RIT,14278
2016-09-20,28 ST,1,RIT,15923
2016-09-21,28 ST,1,RIT,16147
2016-09-22,28 ST,1,RIT,15967
2016-09-23,28 ST,1,RIT,15520
2016-09-24,28 ST,1,RIT,7469
2016-09-25,28 ST,1,RIT,5735
2016-09-26,28 ST,1,RIT,14989
2016-09-27,28 ST,1,RIT,15753
2016-09-28,28 ST,1,RIT,16344
2016-09-29,28 ST,1,RIT,16191
2016-09-30,28 ST,1,RIT,16546
2016-10-01,28 ST,1,RIT,7761
2016-10-02,28 ST,1,RIT,5699
2016-10-03,28 ST,1,RIT,12226
2016-10-04,28 ST,1,RIT,13516
2016-10-05,28 ST,1,RIT,15310
2016-10-06,28 ST,1,RIT,16212
2016-10-07,28 ST,1,RIT,15482
2016-10-08,28 ST,1,RIT,8082
2016-10-09,28 ST,1,RIT,6185
2016-10-10,28 ST,1,RIT,11962
2016-10-11,28 ST,1,RIT,15956
2016-10-12,28 ST,1,RIT,13168
2016-10-13,28 ST,1,RIT,15854
2016-10-14,28 ST,1,RIT,15625
2016-10-15,28 ST,1,RIT,7982
2016-10-16,28 ST,1,RIT,6030
2016-10-17,28 ST,1,RIT,14783
2016-10-18,28 ST,1,RIT,15929
2016-10-19,28 ST,1,RIT,16770
2016-10-20,28 ST,1,RIT,16414
2016-10-21,28 ST,1,RIT,15884
2016-10-22,28 ST,1,RIT,6920
2016-10-23,28 ST,1,RIT,5114
2016-10-24,28 ST,1,RIT,14803
2016-10-25,28 ST,1,RIT,16286
2016-10-26,28 ST,1,RIT,16949
2016-10-27,28 ST,1,RIT,17837
2016-10-28,28 ST,1,RIT,16423
2016-07-31,34 ST-PENN STA,123,RIT,10468
2016-08-01,34 ST-PENN STA,123,RIT,16298
2016-08-02,34 ST-PENN STA,123,RIT,17341
2016-08-03,34 ST-PENN STA,123,RIT,18147
2016-08-04,34 ST-PENN STA,123,RIT,18369
2016-08-05,34 ST-PENN STA,123,RIT,19206
2016-08-06,34 ST-PENN STA,123,RIT,13443
2016-08-07,34 ST-PENN STA,123,RIT,10459
2016-08-08,34 ST-PENN STA,123,RIT,16553
2016-08-09,34 ST-PENN STA,123,RIT,17846
2016-08-10,34 ST-PENN STA,123,RIT,17925
2016-08-11,34 ST-PENN STA,123,RIT,18036
2016-08-12,34 ST-PENN STA,123,RIT,17940
2016-08-13,34 ST-PENN STA,123,RIT,11722
2016-08-14,34 ST-PENN STA,123,RIT,9522
2016-08-15,34 ST-PENN STA,123,RIT,15677
2016-08-16,34 ST-PENN STA,123,RIT,16866
2016-08-17,34 ST-PENN STA,123,RIT,16498
2016-08-18,34 ST-PENN STA,123,RIT,17386
2016-08-19,34 ST-PENN STA,123,RIT,17469
2016-08-20,34 ST-PENN STA,123,RIT,11589
2016-08-21,34 ST-PENN STA,123,RIT,9279
2016-08-22,34 ST-PENN STA,123,RIT,15343
2016-08-23,34 ST-PENN STA,123,RIT,16697
2016-08-24,34 ST-PENN STA,123,RIT,17242
2016-08-25,34 ST-PENN STA,123,RIT,17190
2016-08-26,34 ST-PENN STA,123,RIT,17692
2016-08-27,34 ST-PENN STA,123,RIT,11433
2016-08-28,34 ST-PENN STA,123,RIT,8927
2016-08-29,34 ST-PENN STA,123,RIT,15897
2016-08-30,34 ST-PENN STA,123,RIT,16641
2016-08-31,34 ST-PENN STA,123,RIT,17139
2016-09-01,34 ST-PENN STA,123,RIT,17399
2016-09-02,34 ST-PENN STA,123,RIT,17492
2016-09-03,34 ST-PENN STA,123,RIT,12806
2016-09-04,34 ST-PENN STA,123,RIT,11089
2016-09-05,34 ST-PENN STA,123,RIT,11525
2016-09-06,34 ST-PENN STA,123,RIT,17030
2016-09-07,34 ST-PENN STA,123,RIT,18121
2016-09-08,34 ST-PENN STA,123,RIT,18013
2016-09-09,34 ST-PENN STA,123,RIT,18528
2016-09-10,34 ST-PENN STA,123,RIT,13142
2016-09-11,34 ST-PENN STA,123,RIT,9682
2016-09-12,34 ST-PENN STA,123,RIT,16114
2016-09-13,34 ST-PENN STA,123,RIT,17695
2016-09-14,34 ST-PENN STA,123,RIT,18206
2016-09-15,34 ST-PENN STA,123,RIT,18828
2016-09-16,34 ST-PENN STA,123,RIT,19109
2016-09-17,34 ST-PENN STA,123,RIT,12965
2016-09-18,34 ST-PENN STA,123,RIT,9110
2016-09-19,34 ST-PENN STA,123,RIT,15765
2016-09-20,34 ST-PENN STA,123,RIT,17976
2016-09-21,34 ST-PENN STA,123,RIT,18325
2016-09-22,34 ST-PENN STA,123,RIT,18387
2016-09-23,34 ST-PENN STA,123,RIT,18838
2016-09-24,34 ST-PENN STA,123,RIT,12373
2016-09-25,34 ST-PENN STA,123,RIT,9515
2016-09-26,34 ST-PENN STA,123,RIT,16742
2016-09-27,34 ST-PENN STA,123,RIT,17274
2016-09-28,34 ST-PENN STA,123,RIT,18476
2016-09-29,34 ST-PENN STA,123,RIT,18411
2016-09-30,34 ST-PENN STA,123,RIT,19753
2016-10-01,34 ST-PENN STA,123,RIT,12878
2016-10-02,34 ST-PENN STA,123,RIT,9650
2016-10-03,34 ST-PENN STA,123,RIT,14994
2016-10-04,34 ST-PENN STA,123,RIT,16659
2016-10-05,34 ST-PENN STA,123,RIT,18298
2016-10-06,34 ST-PENN STA,123,RIT,18828
2016-10-07,34 ST-PENN STA,123,RIT,19939
2016-10-08,34 ST-PENN STA,123,RIT,13257
2016-10-09,34 ST-PENN STA,123,RIT,10234
2016-10-10,34 ST-PENN STA,123,RIT,15852
2016-10-11,34 ST-PENN STA,123,RIT,17905
2016-10-12,34 ST-PENN STA,123,RIT,16517
2016-10-13,34 ST-PENN STA,123,RIT,18245
2016-10-14,34 ST-PENN STA,123,RIT,19561
2016-10-15,34 ST-PENN STA,123,RIT,12934
2016-10-16,34 ST-PENN STA,123,RIT,10246
2016-10-17,34 ST-PENN STA,123,RIT,15957
2016-10-18,34 ST-PENN STA,123,RIT,16964
2016-10-19,34 ST-PENN STA,123,RIT,18137
2016-10-20,34 ST-PENN STA,123,RIT,18432
2016-10-21,34 ST-PENN STA,123,RIT,19135
2016-10-22,34 ST-PENN STA,123,RIT,13840
2016-10-23,34 ST-PENN STA,123,RIT,10725
2016-10-24,34 ST-PENN STA,123,RIT,16564
2016-10-25,34 ST-PENN STA,123,RIT,18234
2016-10-26,34 ST-PENN STA,123,RIT,19282
2016-10-27,34 ST-PENN STA,123,RIT,19591
2016-10-28,34 ST-PENN STA,123,RIT,19908
